adz_job_id,company_name,adz_job_name,adz_category,publication_date,locations,salary_min,salary_max,salary_is_predicted,categories,level
5503878659,Advanced Technology Services,Manufacturing Maintenance Manager,IT Jobs,2025-11-19 14:35:21+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-MO', 'city': 'West Plains'}]",113027.72,113027.72,1,Data and Analytics,Senior Level
5528295393,Advanced Technology Services,Industrial Storeroom Manager,IT Jobs,2025-12-04 15:45:13+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-IL', 'city': 'Eastland Commons'}]",148207.45,148207.45,1,Computer and IT,Senior Level
5532111227,Advanced Technology Services,Manufacturing Maintenance Manager,IT Jobs,2025-12-07 00:00:05+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-IL', 'city': 'Bellwood'}]",125238.02,125238.02,1,Data and Analytics,Senior Level
5386755031,Advanced Technology Services,Manufacturing Maintenance Manager,IT Jobs,2025-09-06 09:27:43+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-IL', 'city': 'Bellwood'}]",116693.37,116693.37,1,Data and Analytics,Senior Level
5531601275,Applied Materials,"Data Scientist, New College Grad- Master's (Santa Clara, CA)",IT Jobs,2025-12-06 14:43:36+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CA', 'city': 'Holy'}]",103985.3,103985.3,1,Data and Analytics,Mid Level
5533311391,APPLIED MATERIALS,Internal Audit,IT Jobs,2025-12-08 04:36:42+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Cedar Park'}]",111855.04,111855.04,1,Software Engineering,Internship
5533311379,APPLIED MATERIALS,Internal Audit,IT Jobs,2025-12-08 04:36:42+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Austin'}]",125716.31,125716.31,1,Software Engineering,Internship
5533445333,APPLIED MATERIALS,Internal Audit (AUSTIN),IT Jobs,2025-12-08 08:07:00+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Austin'}]",132438.64,132438.64,1,Software Engineering,Internship
5473218498,Applied Materials,ServiceNow Enterprise Architect,IT Jobs,2025-10-31 14:24:54+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CA', 'city': 'Holy'}]",158229.8,158229.8,1,Software Engineering,Senior Level
5533445071,APPLIED MATERIALS,Internal Audit (Buda),IT Jobs,2025-12-08 08:06:57+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Buda'}]",119575.45,119575.45,1,Software Engineering,Internship
5503791516,Applied Materials,Software Engineer II,IT Jobs,2025-11-19 14:15:56+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CA', 'city': 'Holy'}]",150782.05,150782.05,1,Software Engineering,Mid Level
5533442032,APPLIED MATERIALS,Internal Audit (Hiring Immediately),IT Jobs,2025-12-08 08:06:03+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Buda'}]",108278.88,108278.88,1,Software Engineering,Internship
5189516680,Applied Materials,Full Stack Software Engineer II - (E2),IT Jobs,2025-05-08 20:02:44+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-AZ', 'city': 'Sun Lakes'}]",142310.9,142310.9,1,Software Engineering,Mid Level
5477195458,Applied Materials,ServiceNow Enterprise Architect,IT Jobs,2025-11-02 09:11:54+00:00,"[{'country_code': 'US', 'subdivision_code': None, 'city': None}]",180000.0,247500.0,0,Software Engineering,Senior Level
5533311390,APPLIED MATERIALS,Internal Audit,IT Jobs,2025-12-08 04:36:42+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Buda'}]",125163.62,125163.62,1,Software Engineering,Internship
5508277154,Applied Materials,Software Engineer III (E3),IT Jobs,2025-11-21 14:58:42+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CA', 'city': 'Holy'}]",253669.52,253669.52,1,Software Engineering,Mid Level
5513578177,Applied Materials,Software Engineer lll - (E3),IT Jobs,2025-11-25 14:21:27+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CA', 'city': 'Holy'}]",194867.78,194867.78,1,Software Engineering,Mid Level
5533295185,APPLIED MATERIALS,Internal Audit,IT Jobs,2025-12-08 03:47:12+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-AL', 'city': 'Taylor'}]",113954.09,113954.09,1,Software Engineering,Internship
5533295186,APPLIED MATERIALS,Internal Audit,IT Jobs,2025-12-08 03:47:12+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-KY', 'city': 'Leander'}]",116205.28,116205.28,1,Software Engineering,Internship
5533294829,APPLIED MATERIALS,Internal Audit,IT Jobs,2025-12-08 03:47:02+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-AR', 'city': 'Austin'}]",117594.59,117594.59,1,Software Engineering,Internship
5516710604,APPLIED MATERIALS,Java Developer - Machine Control Software,IT Jobs,2025-11-27 14:16:27+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CA', 'city': 'Holy'}]",137709.67,137709.67,1,Software Engineering,Mid Level
5533311382,APPLIED MATERIALS,Internal Audit,IT Jobs,2025-12-08 04:36:42+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Leander'}]",107116.34,107116.34,1,Software Engineering,Internship
5533441934,APPLIED MATERIALS,Internal Audit (Hiring Immediately),IT Jobs,2025-12-08 08:06:02+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Austin'}]",108756.91,108756.91,1,Software Engineering,Internship
5532010965,Applied Materials,Operational Technology (OT) Security Engineer,IT Jobs,2025-12-06 20:38:23+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CA', 'city': 'Santa Clara'}]",124000.0,171000.0,0,Computer and IT,Mid Level
5531595599,Applied Materials,"Director, Global Business Process, Program Management and Deployment",IT Jobs,2025-12-06 14:29:46+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Austin'}]",160000.0,220000.0,0,Computer and IT,Senior Level
5533311371,APPLIED MATERIALS,Internal Audit,IT Jobs,2025-12-08 04:36:42+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Rices Crossing'}]",114808.3,114808.3,1,Software Engineering,Internship
5528033581,Applied Materials,Operational Technology (OT) Security Engineer,IT Jobs,2025-12-04 15:11:50+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CA', 'city': 'Holy'}]",245135.16,245135.16,1,Computer and IT,Mid Level
5189502672,APPLIED MATERIALS,Service Business Unit Financial Analyst - (B3),IT Jobs,2025-05-08 19:57:38+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CA', 'city': 'Santa Clara'}]",142646.66,142646.66,1,Data and Analytics,Mid Level
5533295188,APPLIED MATERIALS,Internal Audit,IT Jobs,2025-12-08 03:47:12+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-IL', 'city': 'Buda'}]",114670.43,114670.43,1,Software Engineering,Internship
5533441882,APPLIED MATERIALS,Internal Audit (Hiring Immediately),IT Jobs,2025-12-08 08:06:01+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'San Marcos'}]",146789.69,146789.69,1,Software Engineering,Internship
5213309353,Applied Materials,Physical Security System Technologist,IT Jobs,2025-05-23 16:49:47+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Bee Cave'}]",108471.84,108471.84,1,Computer and IT,Mid Level
5533441964,APPLIED MATERIALS,Internal Audit (Hiring Immediately),IT Jobs,2025-12-08 08:06:02+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Round Rock'}]",110242.77,110242.77,1,Software Engineering,Internship
5533441921,APPLIED MATERIALS,Internal Audit (Hiring Immediately),IT Jobs,2025-12-08 08:06:02+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Leander'}]",92666.1,92666.1,1,Software Engineering,Internship
5516710601,APPLIED MATERIALS,"Strategic Program Manager, AI Awareness",IT Jobs,2025-11-27 14:16:27+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CA', 'city': 'Holy'}]",180691.86,180691.86,1,Data and Analytics,Senior Level
5482319897,Applied Materials,Senior Financial Analyst,IT Jobs,2025-11-05 10:22:45+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Tarrytown'}]",97054.55,97054.55,1,Data and Analytics,Senior Level
5213307851,Applied Materials,Senior Financial Analyst - Global Invoicing - (B3),IT Jobs,2025-05-23 16:48:45+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Bee Cave'}]",95230.0,95230.0,1,Data and Analytics,Senior Level
5189516779,Applied Materials,Software Engineer IV,IT Jobs,2025-05-08 20:02:45+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-MA', 'city': 'Gloucester'}]",131593.34,131593.34,1,Software Engineering,Mid Level
5533445075,APPLIED MATERIALS,Internal Audit (Leander),IT Jobs,2025-12-08 08:06:57+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Leander'}]",107116.34,107116.34,1,Software Engineering,Internship
5376424665,Applied Materials,"Director IT , Sales and ECommerce Management",IT Jobs,2025-08-31 15:40:06+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CA', 'city': 'Santa Clara'}]",189000.0,260000.0,0,Computer and IT,Senior Level
5533444284,APPLIED MATERIALS,Internal Audit (Round Rock),IT Jobs,2025-12-08 08:06:31+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Round Rock'}]",120431.6,120431.6,1,Software Engineering,Internship
5533311372,APPLIED MATERIALS,Internal Audit,IT Jobs,2025-12-08 04:36:42+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'San Marcos'}]",169679.72,169679.72,1,Software Engineering,Internship
5505781921,Applied Materials,Software Engineer II,IT Jobs,2025-11-20 13:14:07+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CA', 'city': 'Santa Clara'}]",124000.0,170500.0,0,Software Engineering,Mid Level
5518676795,Applied Materials,Java Developer - Machine Control Software,IT Jobs,2025-11-28 19:53:33+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CA', 'city': 'Santa Clara'}]",176000.0,242000.0,0,Software Engineering,Mid Level
5533444301,APPLIED MATERIALS,Internal Audit (Pflugerville),IT Jobs,2025-12-08 08:06:31+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Pflugerville'}]",112465.27,112465.27,1,Software Engineering,Internship
5376238910,Applied Materials,"Director IT , Sales and ECommerce Management",IT Jobs,2025-08-31 08:10:03+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CA', 'city': 'Holy'}]",186046.31,186046.31,1,Computer and IT,Senior Level
5533311384,APPLIED MATERIALS,Internal Audit,IT Jobs,2025-12-08 04:36:42+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Round Rock'}]",127434.01,127434.01,1,Software Engineering,Internship
5468638311,"Applied Materials, Inc.",Software Engineer [Req X5141],IT Jobs,2025-10-28 17:35:53+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CA', 'city': 'Santa Clara'}]",144287.25,144287.25,1,Software Engineering,Mid Level
5533445259,APPLIED MATERIALS,Internal Audit (Kyle),IT Jobs,2025-12-08 08:06:59+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Uhland'}]",100909.21,100909.21,1,Software Engineering,Internship
5528042932,Applied Materials,"Director, Global Business Process, Program Management and Deployment",IT Jobs,2025-12-04 15:14:01+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Tarrytown'}]",210850.67,210850.67,1,Computer and IT,Senior Level
5189515789,Applied Materials,"Strategic Program Manager, Senior Manager",IT Jobs,2025-05-08 20:02:10+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CA', 'city': 'Santa Clara'}]",244138.48,244138.48,1,Computer and IT,Senior Level
5533442337,APPLIED MATERIALS,Internal Audit (Hiring Immediately),IT Jobs,2025-12-08 08:06:05+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Pflugerville'}]",85278.1,85278.1,1,Software Engineering,Internship
5515632670,Applied Materials,Software Engineer lll - (E3),IT Jobs,2025-11-26 20:20:41+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CA', 'city': 'Santa Clara'}]",152000.0,209000.0,0,Software Engineering,Mid Level
5533444294,APPLIED MATERIALS,Internal Audit (Cedar Park),IT Jobs,2025-12-08 08:06:31+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Cedar Park'}]",119176.2,119176.2,1,Software Engineering,Internship
5515238673,APPLIED MATERIALS,Business Process and Controls IV - (B4),IT Jobs,2025-11-26 14:24:59+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Tarrytown'}]",130878.96,130878.96,1,Software Engineering,Mid Level
5464691275,Bank of America,Senior Identity and Access Management (IAM) Specialist (Mainframe / Oracle exp highly desired),IT Jobs,2025-10-25 19:42:32+00:00,"[{'country_code': 'US', 'subdivision_code': None, 'city': None}]",123282.98,123282.98,1,Software Engineering,Senior Level
5502370077,Bank of America,Principal Engineer - Android POS Developer,IT Jobs,2025-11-18 14:33:22+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-GA', 'city': 'Kennesaw'}]",131150.97,131150.97,1,Software Engineering,Senior Level
5526533909,Bank of America,Identity and Access Management (IAM) Security Administration Specialist.,IT Jobs,2025-12-03 14:46:35+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-MA', 'city': 'Boston'}]",94943.62,94943.62,1,Computer and IT,Senior Level
5230763585,Bank of America,Senior Red Team Developer - Adaptive Threat Simulation,IT Jobs,2025-06-03 12:25:48+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NJ', 'city': 'Tyler Park'}]",142612.66,142612.66,1,Software Engineering,Senior Level
5468661670,Bank of America,Quantitative Engineer Analyst,IT Jobs,2025-10-28 19:25:17+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NC', 'city': 'Charlotte'}]",65786.04,65786.04,1,Data and Analytics,Mid Level
5509743308,Bank of America,.NET Software Engineering Lead (Hands-On),IT Jobs,2025-11-22 16:09:26+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NC', 'city': 'Charlotte'}]",115715.82,115715.82,1,Software Engineering,Senior Level
5441911980,Bank of America,Senior .Net Software Engineer - Vulnerability Management,IT Jobs,2025-10-10 19:09:52+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CO', 'city': 'Glendale'}]",126571.52,126571.52,1,Software Engineering,Senior Level
5484167748,Bank of America,Quantitative Engineer,IT Jobs,2025-11-06 13:15:18+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NJ', 'city': 'Tyler Park'}]",101688.23,101688.23,1,Software Engineering,Mid Level
5414070879,Bank of America,Data Scientist I,IT Jobs,2025-09-24 18:41:12+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NC', 'city': 'Charlotte'}]",87840.49,87840.49,1,Data and Analytics,Mid Level
5500777681,Bank of America,Cyber Incident Response & Management Co-Lead,IT Jobs,2025-11-17 14:51:28+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NC', 'city': 'Charlotte'}]",134670.06,134670.06,1,Software Engineering,Senior Level
5488623196,Bank of America,Global Financial Crimes Manager - Metrics and Reporting,IT Jobs,2025-11-09 11:28:21+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NC', 'city': 'Charlotte'}]",124662.7,124662.7,1,Computer and IT,Senior Level
5502365536,Bank of America,Cyber Incident Response & Management Co-Lead,IT Jobs,2025-11-18 14:32:23+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NC', 'city': 'Charlotte'}]",112646.89,112646.89,1,Software Engineering,Senior Level
5304483259,Bank of America,Senior Manual Ethical Hacker,IT Jobs,2025-07-15 16:54:24+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NJ', 'city': 'Tyler Park'}]",144365.3,144365.3,1,Software Engineering,Senior Level
5505942900,Bank of America,Financial Center Assistant Manager - 8th Avenue And 16th Street Financial Center,IT Jobs,2025-11-20 15:01:23+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NY', 'city': 'New York City'}]",65389.23,65389.23,1,Computer and IT,Senior Level
5504021425,Bank of America,Secure Coding Sr. Manager,IT Jobs,2025-11-19 15:33:20+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-IL', 'city': 'Washington Heights'}]",153500.0,212100.0,0,Computer and IT,Senior Level
5496578665,Bank of America,Identity and Access management (IAM) Mainframe Security Administration Sr Manager (RACF exp. required),IT Jobs,2025-11-14 13:36:24+00:00,"[{'country_code': 'US', 'subdivision_code': None, 'city': None}]",158642.89,158642.89,1,Data and Analytics,Senior Level
5515178146,Bank of America,Sr. Network Security Engineer (Cloud exp required),IT Jobs,2025-11-26 13:48:29+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-MA', 'city': 'Boston'}]",150000.0,190700.0,0,Computer and IT,Senior Level
5496734565,Bank of America,Senior Adaptive Threat Replication Engineer,IT Jobs,2025-11-14 16:08:09+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-CO', 'city': 'Denver'}]",160000.0,200000.0,0,Software Engineering,Senior Level
5399813598,Bank of America,Architect- APSE,IT Jobs,2025-09-14 21:27:12+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NC', 'city': 'Charlotte'}]",105600.0,165000.0,0,Software Engineering,Senior Level
5513817569,Bank of America,Sampling & Test Development Specialist II,IT Jobs,2025-11-25 17:51:27+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NC', 'city': 'Charlotte'}]",66381.16,66381.16,1,Software Engineering,Mid Level
5503871791,Bank of America,Senior Architect-AI/ML/Gen AI,IT Jobs,2025-11-19 14:33:36+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NC', 'city': 'Charlotte'}]",102272.84,102272.84,1,Data and Analytics,Senior Level
5503719391,Bank of America,Retail Transformation Business Strategy & Intelligence Manager,IT Jobs,2025-11-19 13:03:43+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NC', 'city': 'Charlotte'}]",103600.0,175200.0,0,Data and Analytics,Senior Level
5363578215,Bank of America,Master Data Hub Operations Specialist,IT Jobs,2025-08-22 09:23:22+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-IL', 'city': 'Chicago'}]",78528.38,78528.38,1,Data and Analytics,Mid Level
5519293538,Bank of America,Cons Prod Strat Analyst III,IT Jobs,2025-11-29 12:17:17+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Fort Worth'}]",75500.0,120900.0,0,Data and Analytics,Mid Level
5515467893,Bank of America,AVP; Technology Operations Specialist,IT Jobs,2025-11-26 18:08:14+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NC', 'city': 'Charlotte'}]",72978.06,72978.06,1,Software Engineering,Senior Level
5238323798,Bank of America,Cloud Quality Engineer,IT Jobs,2025-06-07 05:16:56+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-IL', 'city': 'Addison'}]",123551.45,123551.45,1,Software Engineering,Mid Level
5482579378,Bank of America,Global Markets Non-Financial Regulatory Reporting (GM NFRR) Operational Monitoring,IT Jobs,2025-11-05 13:46:23+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NY', 'city': 'New York City'}]",241271.86,241271.86,1,Software Engineering,Mid Level
5508280267,Bank of America,.NET Software Engineering Lead (Hands-On),IT Jobs,2025-11-21 15:00:04+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Plano'}]",130174.28,130174.28,1,Software Engineering,Senior Level
5488442204,Bank of America,Consumer Product Strategy Analyst III – Analytics & Model Development,IT Jobs,2025-11-09 08:28:45+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NC', 'city': 'Charlotte'}]",82100.0,125600.0,0,Software Engineering,Mid Level
5258296123,Bank of America,Feature Lead - Technology,IT Jobs,2025-06-19 12:26:49+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NC', 'city': 'Charlotte'}]",77489.7,77489.7,1,Data and Analytics,Senior Level
5489565737,Bank of America,Feature Lead - Technology,IT Jobs,2025-11-10 11:42:12+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-IL', 'city': 'Addison'}]",104857.55,104857.55,1,Data and Analytics,Senior Level
5530023466,Bank of America,Cons Prod Strategic Analyst IV - Product Manager,IT Jobs,2025-12-05 16:23:04+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NC', 'city': 'Charlotte'}]",104727.33,104727.33,1,Data and Analytics,Senior Level
5509690277,Bank of America,.NET Software Engineering Lead (Hands-On),IT Jobs,2025-11-22 15:34:49+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-GA', 'city': 'Kennesaw'}]",166338.16,166338.16,1,Software Engineering,Senior Level
4809914509,Bank of America,Data Scientist,IT Jobs,2024-08-04 05:56:37+00:00,"[{'country_code': 'US', 'subdivision_code': None, 'city': None}]",100069.33,100069.33,1,Data and Analytics,Mid Level
5061622583,Bank of America,Technical Risk Lead,IT Jobs,2025-02-23 19:56:04+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Plano'}]",101800.0,163200.0,0,Computer and IT,Senior Level
5526687508,Bank of America,Technology Support Sr Analyst,IT Jobs,2025-12-03 17:06:27+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Plano'}]",66362.29,66362.29,1,Data and Analytics,Senior Level
5528314262,Bank of America,"Financial Crimes Manager, Platform Enablement Product Owner",IT Jobs,2025-12-04 15:55:51+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NC', 'city': 'Charlotte'}]",105000.0,170000.0,0,Computer and IT,Senior Level
5526522122,Bank of America,"Financial Crimes Manager, Platform Enablement Product Owner",IT Jobs,2025-12-03 14:45:07+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-AZ', 'city': 'Phoenix'}]",82579.6,82579.6,1,Computer and IT,Senior Level
5440917509,Bank of America,Business Control Manager - Technology Change Governance,IT Jobs,2025-10-10 07:43:12+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NC', 'city': 'Charlotte'}]",125000.0,178500.0,0,Computer and IT,Senior Level
5464663977,Bank of America,zVM Systems Programmer,IT Jobs,2025-10-25 19:36:15+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NJ', 'city': 'Pennington'}]",83137.0,83137.0,1,Software Engineering,Mid Level
5517150717,Bank of America,Senior Data Analyst - CFO Data Management,IT Jobs,2025-11-27 18:50:54+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NC', 'city': 'Charlotte'}]",91986.02,91986.02,1,Data and Analytics,Senior Level
5530000594,Bank of America,Genesys IVR L3 Production Support,IT Jobs,2025-12-05 16:11:16+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Plano'}]",135147.78,135147.78,1,Computer and IT,Mid Level
5515292698,Bank of America,Assistant Vice President; Software Engineer,IT Jobs,2025-11-26 14:53:22+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NJ', 'city': 'Tyler Park'}]",130432.88,130432.88,1,Software Engineering,Senior Level
5192206450,Bank of America,Senior Java Engineer,IT Jobs,2025-05-10 09:01:04+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-IL', 'city': 'Addison'}]",122000.0,204500.0,0,Software Engineering,Senior Level
5333285458,Bank of America,CFO Quantitative Finance Analyst - Non-Registered (Infrastructure),IT Jobs,2025-08-01 19:22:39+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-GA', 'city': 'Atlanta'}]",128637.09,128637.09,1,Data and Analytics,Mid Level
5363529574,Bank of America,zVM Systems Programmer,IT Jobs,2025-08-22 09:18:18+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-VA', 'city': 'Capitol'}]",76242.22,76242.22,1,Software Engineering,Mid Level
5503963390,Bank of America,Senior Architect-AI/ML/Gen AI,IT Jobs,2025-11-19 15:05:25+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-DE', 'city': 'Newark'}]",112586.74,112586.74,1,Data and Analytics,Senior Level
5508280253,Bank of America,Principal Engineer - Android POS Developer,IT Jobs,2025-11-21 15:00:03+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-TX', 'city': 'Plano'}]",133033.47,133033.47,1,Software Engineering,Senior Level
5282389537,Bank of America,Privileged Access Management (PAM) Analyst,IT Jobs,2025-07-03 15:11:28+00:00,"[{'country_code': 'US', 'subdivision_code': None, 'city': None}]",83597.66,83597.66,1,Data and Analytics,Senior Level
4836080324,Bank of America,Senior Adaptive Threat Replication Engineer,IT Jobs,2024-08-22 15:30:21+00:00,"[{'country_code': 'US', 'subdivision_code': None, 'city': None}]",114503.67,114503.67,1,Software Engineering,Senior Level
5372782741,Broadridge,Technical Project Manager (Hybrid),IT Jobs,2025-08-28 19:00:41+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-MA', 'city': 'Boston'}]",135000.0,150000.0,0,Computer and IT,Senior Level
5189266908,Broadridge,Business Manager Support (Hybrid - Flexible options),IT Jobs,2025-05-08 16:10:14+00:00,"[{'country_code': 'US', 'subdivision_code': 'US-NY', 'city': 'New York City'}]",94445.76,94445.76,1,Computer and IT,Senior Level
